ID,LowerID,Heading,UpperID
PN33,5,,32
PN34,H1,,H1
PN35,5,,23
PN36,9,,27
PN37,NW,,SE
PN38,9,,27
PN39,H1,,
PN40,8,,26
PN42,H1,,
PN43,N,,S
PN44,H1,,
PN45,H1,,
PN46,9,,27
PN47,3,,21
PN48,4,,22
PN49,9,,27
PN50,9,,27
PN51,H1,,
PN52,H1,,
PN53,5,,23
PN53,15,,33
PN54,18,,36
PN55,10,,28
PN56,1,,19
PN56,10,,28
PN57,8,,26
PN58,3,,21
PN59,1,,19
PN60,H1,,
PN61,H1,,
PN62,12,,30
PN63,H1,,
PN64,2,,20
PN65,2,,20
PN66,5,,23
PN68,N,,S
PN69,16,,34
PN70,H1,,
PN71,10,,28
PN72,6,,24
PN72,18,,36
PN73,8,,26
PN74,H1,,
PN75,H1,,
PN76,H1,,
PN77,H1,,
PN78,H1,,
PN79,H1,,
PN80,H1,,
PN82,H1,,H1
PN83,12,,30
PN84,18,,36
PN85,13,,31
PN86,H1,,H1
PN87,H1,,H1
PN89,H1,,H1
PN90,14,,32
PN91,10,,28
PN95,E,,W
PN99,2,,20
PO1,9,,27
PPIZ,5,69,23
PPX,2,,20
PR03,E,,W
PR03,N,,S
PR07,12,,30
PR10,6,65.6,24
PR20,12,,30
PR24,9,,27
PR27,10,91.8,28
PR34,09W,,27W
PS00,8,,26
PS01,H1,,
PS02,E,,W
PS03,5,,23
PS04,H1,,
PS05,9,,27
PS06,7,,25
PS07,H1,,
PS08,5,,23
PS10,H1,,
PS11,5,,23
PS12,8,,26
PS13,H1,,
PS13,H2,,
PS14,H1,,
PS15,8,,26
PS16,H1,,
PS17,H1,,
PS18,10,,28
PS19,H1,,
PS20,16,,34
PS21,8,,26
PS22,H1,,
PS24,H1,,
PS25,4,,22
PS26,H1,,
PS27,14,,32
PS28,H1,,
PS29,H1,,
PS30,H1,,
PS31,H1,,
PS33,H1,,
PS34,H1,,
PS35,9,,27
PS38,8,,26
PS39,14,,32
PS40,H1,,
PS41,H1,,
PS43,9,,27
PS44,H1,,
PS46,14,,32
PS47,10,,28
PS48,H1,,
PS49,3,,21
PS50,18,,36
PS52,8,,26
PS54,14,,32
PS55,H1,,
PS56,H1,,
PS57,H1,,
PS60,H1,,
PS61,6,,24
PS62,H1,,
PS64,9,,27
PS65,H1,,
PS66,11,,29
PS67,10,,28
PS68,4,,22
PS69,E,,W
PS70,7,,25
PS71,H1,,
PS72,H1,,
PS73,6,,24
PS74,H1,,
PS75,H1,,
PS78,H1,,
PS80,H1,,
PS81,H1,,
PS82,2,,20
PS83,H1,,
PS84,H1,,
PS85,H1,,
PS89,H1,,
PS90,H1,,
PS91,H1,,
PS92,H1,,
PS95,H1,,
PS98,E,,W
PS99,9,,27
PT-0017,8,,26
PT-0020,6,,24
PT-0021,10,,28
PT-0021,15,,33
PT-0022,16,,34
PT-0023,11,,29
PT-0024,17,,35
PT-0031,16,,34
PTKK,4,46,22
PTPN,9,90,27
PTRO,9,91,27
PTSA,5,56,23
PTYA,7,72,25
PUA,8,,26
PWAK,10,95,28
PWR,NE,,SW
PYL,N,,S
Q51,4,,22
QA-0001,16L,156,34R
QA-0001,16R,156,34L
R03,18,,36
R33,16,,34
RAX,12,,30
RBP,12,,30
RC0,7,,25
RCAY,18,,36
RCAY,18L,181,36R
RCAY,18R,181,36L
RCBS,6,63.5,24
RCDC,9,87.9,27
RCDI,4,34.7,22
RCFG,3,26.2,21
RCFN,4,38.8,22
RCGI,17,164.4,35
RCGM,5,,23
RCKH,9,91.9,27
RCKU,18,,36
RCKU,18L,179.4,36R
RCKU,18R,180,36L
RCKW,14,139,32
RCLY,13,130.2,31
RCMQ,18,176.5,36
RCMT,3,27.1,21
RCNN,18L,178.7,36R
RCNN,18R,178.6,36L
RCPO,5,44.8,23
RCQC,2,18.2,20
RCQS,4,34.6,22
RCSP,7,,25
RCSQ,8,78,26
RCSS,10,92,28
RCTP,05L,49.3,23R
RCTP,05R,49.3,23L
RCWA,2,20.9,20
RCYU,3,26,21
RCYU,03L,26.3,21R
RCYU,03R,26.2,21L
RDV,10,121,28
RI01,H1,,
RI02,H1,,H1
RI05,H1,,
RI06,3,,21
RI07,N,,S
RI08,H1,,
RI09,H1,,
RI11,9,,27
RI11,14,,32
RI13,H1,,
RI14,H1,,
RI15,H1,,
RI16,B1,,
RI20,17,,35
RI21,H1,,
RI23,H1,,
RI24,H1,,
RI25,H1,,
RI26,H1,,
RI28,06W,,24W
RI28,13W,,31W
RI28,16W,,34W
RI30,H1,,
RI9,H1,,
RJ04,7,58.4,25
RJAA,16L,149.5,34R
RJAA,16R,150,34L
RJAF,18,171,36
RJAH,3,19.9,21
RJAM,5,46,23
RJAN,11,,29
RJAW,7,68.1,25
RJAZ,11,,29
RJBB,06L,51,24R
RJBB,06R,51,24L
RJBD,15,141,33
RJBD,16,157.2,34
RJBE,9,84.6,27
RJBH,4,28.7,22
RJBK,9,86,27
RJBT,1,3,19
RJCA,8,73.1,26
RJCB,17,159.3,35
RJCC,01L,353,19R
RJCC,01R,352.6,19L
RJCH,12,108,30
RJCJ,18L,172.6,36R
RJCJ,18R,172.5,36L
RJCK,17,159,35
RJCM,18,174.7,36
RJCN,8,71,26
RJCO,14,135,32
RJCR,14,,32
RJCT,13,123.2,31
RJCT,13L,123.6,31R
RJCW,8,68.9,26
RJDA,13,124.5,31
RJDB,2,9,20
RJDC,7,62.3,25
RJDK,17,,35
RJDO,3,,21
RJDT,14,136,32
RJEB,14,131.9,32
RJEC,16,154.2,34
RJEO,13,121,31
RJER,7,57,25
RJFA,12,115.7,30
RJFC,14,133.9,32
RJFE,3,25.8,21
RJFF,16,150.2,34
RJFG,13,122.7,31
RJFK,16,150,34
RJFM,9,85.2,27
RJFN,10,101.6,28
RJFO,1,0.4,19
RJFR,18,170.3,36
RJFS,11,99.2,29
RJFT,7,64.9,25
RJFU,14,138,32
RJFU,18,174.2,36
RJFY,08L,79.4,26R
RJFY,08R,79.4,26L
RJFZ,7,70,25
RJGG,18,168.8,36
RJKA,3,26,21
RJKB,4,34,22
RJKI,7,65.9,25
RJKN,1,6,19
RJNA,16,152.5,34
RJNF,18,176,36
RJNG,10,92.2,28
RJNH,9,90.7,27
RJNK,6,55.5,24
RJNK,06T,55.5,24T
RJNO,7,,25
RJNO,8,60,26
RJNT,2,13.6,20
RJNW,7,66.8,25
RJNY,9,87.1,27
RJOA,10,90,28
RJOB,7,59,25
RJOC,7,59.2,25
RJOF,1,359.4,19
RJOF,12,109,30
RJOH,7,63.9,25
RJOI,2,9.2,20
RJOI,02R,9.3,20L
RJOK,14,131,32
RJOM,14,130.5,32
RJOO,14L,135,32R
RJOO,14R,135,32L
RJOR,10,94,28
RJOS,11,102.4,29
RJOT,8,72.8,26
RJOW,11,104.8,29
RJOY,9,87,27
RJOY,13,127.3,31
RJOZ,12,114.4,30
RJOZ,17,160.5,35
RJSA,6,52,24
RJSC,1,6.6,19
RJSD,10,96.4,28
RJSF,1,2.2,19
RJSH,6,47.9,24
RJSH,7,63.5,25
RJSH,12,109,30
RJSI,2,11,20
RJSK,10,96.6,28
RJSM,10,95.1,28
RJSN,4,31.9,22
RJSN,10,92.7,28
RJSR,11,100.3,29
RJSS,9,82.5,27
RJSS,12,117.7,30
RJST,7,57.9,25
RJST,15,139.8,33
RJSY,9,79.4,27
RJTA,1,359.2,19
RJTC,1,,19
RJTE,9,85.3,27
RJTH,8,69.6,26
RJTJ,17,159.9,35
RJTK,2,15.4,20
RJTL,1,359,19
RJTO,3,19.8,21
RJTQ,2,17,20
RJTR,2,9,20
RJTT,4,35.1,22
RJTT,5,57,23
RJTT,16L,149.9,34R
RJTT,16R,149.9,34L
RJTU,1,4.3,19
RJTY,18,170.3,36
RK13,17,173.4,35
RK14,18,174.6,36
RK15,3,20.6,21
RK16,3,22,21
RK17,4,32,22
RK18,17,161.2,35
RK19,17,165.2,35
RK1R,H1,,H1
RK1W,H1,,H1
RK1W,H2,,H2
RK20,14,130,32
RK21,6,56,24
RK22,1,2.9,19
RK24,8,70.5,26
RK25,10,91,28
RK27,14,122,32
RK28,9,82,27
RK29,17,162.3,35
RK2Y,,,
RK2Y,,,
RK2Y,,,
RK2Y,,,
RK31,8,74.7,26
RK32,3,25.3,21
RK33,8,69.8,26
RK34,2,11,20
RK35,5,47.3,23
RK36,3,12,21
RK37,12,116.8,30
RK38,18,178,36
RK39,16,147.8,34
RK3N,H1,,H1
RK3N,H2,,H2
RK40,7,60.2,25
RK41,14,127.9,32
RK42,8,71.3,26
RK43,5,48,23
RK44,4,37.9,22
RK46,13,,31
RK48,7,63,25
RK49,7,69.4,25
RK50,3,27,21
RK51,10,,28
RK52,02L,15.7,20R
RK52,02R,15.3,20L
RK58,14,132.5,32
RK60,15,145,33
RK6D,9,90,27
RK6J,H1,,H1
RK6M,H1,,H1
RK6N,H1,,H1
RK6O,10,91,28
RK6X,17,,35
RK7H,3,,21
RK82,4,33,22
RK8S,H1,,H1
RK9X,H1,,H1
RKD1,4,38.5,22
RKJB,1,,19
RKJJ,04L,32,22R
RKJJ,04R,29.9,22L
RKJK,18,169,36
RKJM,6,50.3,24
RKJU,7,69,25
RKJY,17,158,35
RKNC,3,,21
RKND,5,38,23
RKNN,8,68,26
RKNW,3,26.1,21
RKNY,15,141,33
RKPC,6,58.5,24
RKPC,13,125.6,31
RKPD,1,360,19
RKPD,15,142.2,33
RKPE,18,169,36
RKPK,18L,174,36R
RKPK,18R,173.9,36L
RKPS,06L,55.1,24R
RKPS,06R,56,24L
RKPU,18,176,36
RKRA,18,177,36
RKRB,17,162.9,35
RKRG,15,146.1,33
RKRK,16,160,34
RKRN,10L,89.6,28R
RKRN,10R,90,28L
RKRO,4,35.8,22
RKRP,16,155,34
RKRS,14,,32
RKSG,14,132,32
RKSI,15L,144.7,33R
RKSI,15R,144.7,33L
RKSI,16,153,34
RKSM,1,359.1,19
RKSM,2,8,20
RKSO,9,84.1,27
RKSS,14L,135,32R
RKSS,14R,135,32L
RKSW,15L,142.4,33R
RKSW,15R,142,33L
RKSW,16,158,34
RKTE,16,156.6,34
RKTH,10,89.3,28
RKTI,18L,175.5,36R
RKTI,18R,175.5,36L
RKTN,13L,124.2,31R
RKTN,13R,124,31L
RKTP,03L,24.6,21R
RKTP,03R,24.6,21L
RKTU,06L,51.8,24R
RKTU,06R,52,24L
RKTY,10,88.8,28
RKU,15,,33
RKUC,14,133.2,32
RKUL,11L,103.6,29R
RKUL,11R,110.1,29L
RKUY,9,,27
RMP,11,139,29
RO-0001,6,,24
RO-0003,16,,34
RO-0004,15,,33
RO-0023,9,,27
ROAH,18,178,36
RODE,4,41.9,22
RODE,5,43.2,23
RODN,05L,51,23R
RODN,05R,51,23L
ROIG,4,42.2,22
ROKJ,3,21.2,21
ROMD,2,15.7,20
ROMY,4,37.8,22
RORA,1,,19
RORE,4,39.2,22
RORE,5,41.6,23
RORH,2,,20
RORK,3,29,21
RORS,17,166,35
RORT,18,172.4,36
RORY,14,138.1,32
ROTM,6,55,24
ROYN,8,75.3,26
RP12,8,84.2,26
RP13,6,60,24
RP14,9,90.1,27
RP15,4,38.7,22
RP16,12,117.9,30
RP17,17,170.6,35
RPBL,5,41,23
RPLA,1,6.4,19
RPLB,7,67,25
RPLC,02L,21,20R
RPLC,02R,21.1,20L
RPLI,1,5.4,19
RPLL,6,60.3,24
RPLL,13,134.8,31
RPLP,6,57,24
RPLS,7,67.8,25
RPLU,7,65.3,25
RPLV,5,49,23
RPMA,16,155,34
RPMB,1,15,19
RPMC,10,103.5,28
RPMD,5,49.3,23
RPME,12,117,30
RPMF,5,52,23
RPMG,2,17.8,20
RPMH,7,71,25
RPMI,2,20,20
RPMJ,9,88.7,27
RPML,1,12.9,19
RPMN,2,18.4,20
RPMO,3,33,21
RPMP,2,17,20
RPMQ,14,139,32
RPMR,17,173,35
RPMS,18,172,36
RPMW,3,26,21
RPMZ,9,93.8,27
RPNS,1,9.5,19
RPSB,16,,34
RPSM,16,164.7,34
RPUB,9,88.4,27
RPUD,6,58,24
RPUF,3,26.8,21
RPUG,8,74,26
RPUH,10,105,28
RPUI,14,14,32
RPUL,3,31.2,21
RPUM,16,165,34
RPUN,4,45,22
RPUO,6,55,24
RPUQ,2,15,20
RPUR,5,49.6,23
RPUS,1,5.2,19
RPUT,17,172.1,35
RPUV,6,59.6,24
RPUW,16,162,34
RPUX,17,,35
RPUY,12,126,30
RPUZ,9,89,27
RPVA,18,184,36
RPVB,3,,21
RPVC,17,166,35
RPVD,9,93,27
RPVE,6,64,24
RPVF,4,44.2,22
RPVG,7,66,25
RPVI,2,24,20
RPVJ,3,38,21
RPVK,5,49,23
RPVM,4,44.8,22
RPVO,18,184,36
RPVP,9,92.5,27
RPVR,14,145,32
RPVS,18,180,36
RPVT,17,174,35
RPVU,3,25,21
RPVV,8,84,26
RPVW,2,21,20
RS-0003,13,,31
RS-0010,18,,36
RU-0008,9,,27
RU-0035,8,,26
RU-0088,5,,23
RU-0088,12,,30
RU-0104,5,50,23
RU-0184,5,,23
RU-0185,8,,26
RU-0195,1,12,19
RU-0204,14,,32
RU-0205,2,,20
RU-0206,9,,27
RU-0208,7,,25
RU-0209,14,,32
RU-0211,5,55,23
RU-0218,01R,10,19L
RU-0231,14,,32
RU-0283,9,,27
RU-0283,18,,36
RU-0408,1,7,19
RU-6558,5,46,23
RU-LNX,8,,26
S00,4,,22
S00,10,,28
S00,16,,34
S04,13,,31
S09,6,,24
S16,14,,32
S18,4,,22
S28,10,112,28
S30,16,,34
S31,16,,34
S35,4,,22
S37,10,,28
S43,15L,,33R
S43,15R,,33L
S44,16,182,34
S49,10,,28
S49,18,,36
S51,11,,29
S60,16,,34
S60,18,,36
S63,6,,24
S66,13,,31
S68,9,,27
S74,NW,,SE
S76,11,,29
S76,15,,33
S77,18,,36
S79,9,,27
S81,4,,22
S82,14,,32
S86,7,,25
S88,6,,24
S89,7,,25
S90,14,,35
S92,4,,22
S93,7,,25
S96,14W,,32W
SA-0008,5,46,23
SA01,3,25.3,21
SA02,15,147.4,33
SA03,1,9.2,19
SA04,17,164,35
SA05,18,180.9,36
SA05,18L,181,36R
SA06,3,25.1,21
SA07,10,106.1,28
SA10,16,165,34
SA11,6,62.7,24
SA12,17,181.4,35
SA13,5,46.3,23
SA14,18,178.9,36
SA14,4,44,22
SA14,9,96,27
SA16,5,50,23
SA17,01L,16,19R
SA17,01R,16,19L
SA20,9,96.1,27
SA21,4,60,22
SA22,18,176,36
SA23,6,45.7,24
SA24,8,73,26
SA25,10,113.4,28
SA25,6,74.2,24
SA26,17,182,35
SA29,9,97,27
SA30,6,70,24
SA31,18,183.4,36
SA31,9,93.8,27
SA32,3,30,21
SA33,8,89.4,26
SA34,1,11,19
SA34,4,44,22
SA34,13,131,31
SA34,8,87,26
SA35,7,70.9,25
SA36,13,133.2,31
SA36,18,180.5,36
SA38,10,107.6,28
SA39,11,107.8,29
SA40,18,188.6,36
SA42,18,184.3,36
SA44,7,75.2,25
SA45,13,132,31
SA47,8,90,26
SAAA,6,,24
SAAC,3,28,21
SAAG,3,,21
SAAG,1,1,19
SAAJ,18,175,36
SAAN,13,133.3,31
SAAN,4,44,22
SAAP,1,8.4,19
SAAR,2,10,20
SAAU,18,,36
SAAV,3,24,21
SABE,13,124,31
SACA,16,158.7,34
SACC,14,,32
SACD,4,,22
SACO,5,43,23
SACO,18,178,36
SACT,1,7.4,19
SACV,3,,21
SADF,5,44,23
SADJ,16,161,34
SADL,14,138.8,32
SADL,2,13.9,20
SADM,2,13,20
SADO,18,176.9,36
SADP,16,157.3,34
SADQ,18,,36
SADR,16,,34
SADR,18,,36
SADR,7,,25
SADS,12,,30
SADS,16,,34
SADZ,17,,35
SADZ,9,,27
SAEA,4,,22
SAEL,1,,19
SAEL,9,,27
SAET,2,21,20
SAEZ,11,102.3,29
SAEZ,17,164,35
SAFR,01L,11,19R
SAFR,01R,11,19L
SAFR,6,54,24
SAHC,12,125,30
SAHR,9,94.3,27
SAHS,10,102.2,28
SAHZ,9,98.3,27
SAMA,17,,35
SAME,18,181,36
SAMM,14,144.5,32
SAMM,9,96.3,27
SAMP,1,,19
SAMP,13,,31
SAMP,8,,26
SAMR,10,108,28
SANC,1,11.9,19
SANE,3,27.7,21
SANI,14,146,32
SANL,3,28,21
SANO,17,173,35
SANT,1,10,19
SANU,18,179.6,36
SANW,5,,23
SAOC,18,,36
SAOC,5,178.4,23
SAOD,2,15,20
SAOD,17,176,35
SAOE,18,,36
SAOL,16,155.3,34
SAOM,7,68.8,25
SAOR,10,101,28
SAOR,6,58.4,24
SAOS,2,14.1,20
SAOU,18,186.7,36
SARC,2,8,20
SARE,3,20.9,21
SARF,4,25,22
SARI,13,114.8,31
SARL,18,171,36
SARM,18,173,36
SARM,18L,173,36R
SARP,1,359.3,19
SARV,13,,31
SAS,7,,25
SASA,2,11.3,20
SASA,6,52.2,24
SASJ,16,149,34
SASO,1,10,19
SASQ,16,154,34
SAST,1,7.3,19
SATC,1,,19
SATD,1,357,19
SATG,4,38,22
SATI,2,,20
SATO,17,161.3,35
SATR,10,89.6,28
SATR,2,7.4,20
SATU,1,1,19
SAVA,5,,23
SAVB,18,189,36
SAVC,7,79,25
SAVD,10,,28
SAVD,2,,20
SAVD,6,,24
SAVE,5,57,23
SAVE,8,90.2,26
SAVH,9,95,27
SAVJ,7,80,25
SAVM,9,109,27
SAVM,14,,32
SAVN,12,125.3,30
SAVO,1,,19
SAVO,10,,28
SAVQ,6,,24
SAVR,8,,26
SAVS,2,,20
SAVT,6,69,24
SAVV,10,105.6,28
SAVV,2,25.7,20
SAVY,5,58,23
SAWB,6,72,24
SAWC,7,84.6,25
SAWD,6,65,24
SAWE,7,87.5,25
SAWG,7,86,25
SAWH,7,86.2,25
SAWJ,7,78.9,25
SAWM,9,,27
SAWO,16,178.9,34
SAWP,7,87.3,25
SAWP,10,111.8,28
SAWP,11,127.1,29
SAWR,9,,27
SAWS,6,,24
SAWS,9,,27
SAWT,6,71,24
SAWT,14,,32
SAWT,18,,36
SAWU,7,77.9,25
SAWU,8,92.3,26
SAWU,11,124.9,29
SAWU,17,179.1,35
SAWU,7,45.1,25
SAZA,17,,35
SAZA,9,,27
SAZB,16L,163.9,34R
SAZB,16R,164.1,34L
SAZB,6,60.7,24
SAZC,17,169.6,35
SAZD,18,,36
SAZD,4,,22
SAZE,18,,36
SAZE,4,,22
SAZF,13,125,31
SAZF,4,42,22
SAZG,3,32.1,21
SAZG,16,160,34
SAZH,14,134,32
SAZH,18,175,36
SAZH,4,43,22
SAZI,14,133.9,32
SAZI,2,15,20
SAZJ,18,,36
SAZJ,8,,26
SAZL,17,170,35
SAZM,13,123,31
SAZN,9,90.2,27
SAZO,13,130,31
SAZO,17,175,35
SAZO,18,183,36
SAZP,18,180,36
SAZQ,11,,29
SAZQ,5,,23
SAZR,1,11.2,19
SAZS,11,115,29
SAZT,1,5.1,19
SAZV,11,102,29
SAZW,3,39.4,21
SAZW,7,83.3,25
SAZX,13,,31
SAZX,18,,36
SAZY,6,68,24
SB03,16,147.9,34
SB04,18,161.7,36
SB06,12,121,30
SB26,2,358.9,20
SB29,6,35.9,24
SBAA,8,,26
SBAE,17,,35
SBAF,8,,26
SBAM,7,,25
SBAN,06L,,24R
SBAN,06R,,24L
SBAQ,17,186,35
SBAR,11,,29
SBAT,3,,21
SBAU,5,,23
SBAV,7,60,25
SBAV,8,,26
SBAX,15,,33
SBBE,2,5,20
SBBE,6,,24
SBBE,7,,20
SBBG,14,,32
SBBG,6,,24
SBBH,13,,31
SBBI,18,155,36
SBBP,16,,34
SBBQ,18,,36
SBBR,11L,86,29R
SBBR,11R,86,29L
SBBT,8,,26
SBBU,14,,32
SBBV,8,,26
SBBW,7,,25
SBBZ,7,,25
SBCA,15,,33
SBCB,10,,28
SBCC,12,,30
SBCD,2,,20
SBCF,16,139,34
SBCG,6,,24
SBCH,11,,29
SBCI,11,,29
SBCJ,10,,28
SBCM,9,,27
SBCN,9,,27
SBCO,12,,30
SBCP,7,,25
SBCR,9,,27
SBCT,11,,29
SBCT,15,136,33
SBCV,6,,24
SBCX,15,,33
SBCY,17,153,35
SBCZ,10,,28
SBDB,18,,36
SBDN,12,,30
SBEG,11,,29
SBEK,8,,26
SBES,7,,25
SBFI,14,,32
SBFL,14,,32
SBFL,3,,21
SBFN,12,,30
SBFS,13,,31
SBFU,16,,34
SBFZ,13,105,31
SBGL,10,74,28
SBGL,15,125,33
SBGM,17,,35
SBGO,14,,32
SBGP,2,,20
SBGR,09L,74,27R
SBGR,09R,74,27L
SBGU,8,,26
SBGV,7,,25
SBGW,2,,20
SBHT,7,,25
SBIC,14,,32
SBIH,5,33,23
SBIL,11,,29
SBIP,5,,23
SBIT,18,,36
SBIZ,7,,25
SBJC,15,,33
SBJD,18,157,36
SBJF,3,,21
SBJP,16,,34
SBJR,3,,21
SBJU,13,,31
SBJV,15,,33
SBKG,15,,33
SBKP,15,128,33
SBLE,14,,32
SBLJ,16,,34
SBLN,14,,32
SBLO,13,,31
SBLP,18,,36
SBLS,13,,31
SBMA,7,,25
SBMC,5,,23
SBMD,8,,26
SBME,6,,24
SBMG,9,,27
SBMK,12,,30
SBML,3,,21
SBMN,9,,27
SBMO,12,100,30
SBMQ,8,,26
SBMS,5,,23
SBMT,12,100,30
SBMY,5,,23
SBNF,7,,25
SBNM,11,,29
SBNT,12,99,30
SBNT,16L,141,34R
SBNT,16R,141,34L
SBOI,3,,21
SBPA,11,91,29
SBPB,9,,27
SBPC,9,,27
SBPF,8,,26
SBPJ,14,,32
SBPK,15,,33
SBPK,6,,24
SBPL,13,,31
SBPN,5,,23
SBPP,3,,21
SBPR,9,,27
SBPS,10,,28
SBPV,1,,19
SBQV,15,,33
SBRB,6,,24
SBRF,18,162,36
SBRJ,02L,,20R
SBRJ,02R,,20L
SBRP,18,,36
SBRR,11,,29
SBSC,5,,23
SBSG,12,99,30
SBSJ,15,,33
SBSL,6,39,24
SBSL,9,70,27
SBSM,11,,29
SBSM,2,,20
SBSN,10,,28
SBSO,5,,23
SBSP,17L,176,35R
SBSP,17R,176,35L
SBSR,7,,25
SBST,17,,35
SBSV,10,78,28
SBSV,17,143,35
SBTA,8,77,26
SBTB,9,,27
SBTC,2,,20
SBTD,2,,20
SBTE,2,,20
SBTF,15,,33
SBTK,14,,32
SBTL,2,,20
SBTR,5,,23
SBTS,10,,28
SBTT,12,,30
SBTU,2,,20
SBTV,15,126.7,33
SBUA,5,,23
SBUF,14,,32
SBUG,4,,22
SBUG,9,,27
SBUL,4,,22
SBUR,17,,35
SBVG,4,,22
SBVH,3,,21
SBVT,5,,23
SBYA,6,,24
SBYS,02C,,20C
SBYS,02L,,20R
SBYS,02R,,20L
SBZM,8,,26
SC00,3,,21
SC02,H1,,
SC03,3,,21
SC04,H1,,
SC05,3,,21
SC06,18,,36
SC07,13,,31
SC08,4,,22
SC09,H1,,
SC10,9,,27
SC11,H1,,
SC12,16,,34
SC13,12,,30
SC14,12,,30
SC15,4,,22
SC16,1,,19
SC17,13,,31
SC18,H1,,
SC19,NE,,SW
SC1A,8,82.3,26
SC20,14,,32
SC21,4,,22
SC21,18,,36
SC22,H1,,
SC22,H2,,
SC23,2,,20
SC23,3,,21
SC24,5,,23
SC26,3,,21
SC27,5,,23
SC29,15,,33
SC30,H1,,
SC31,H1,,
SC34,18,,36
SC35,11,,29
SC36,3,,21
SC37,9,,27
SC38,10,,28
SC39,12,,30
SC40,18,,36
SC41,15,,33
SC42,17,,35
SC43,9,,27
SC44,8,,26
SC45,9,,27
SC46,10,,28
SC47,5,,23
SC48,18,,36
SC50,18,,36
SC51,15,,33
SC52,14,,32
SC53,H1,,
SC54,H1,,
SC55,1,,19
SC56,17,,35
SC58,18,,36
SC59,H1,,
SC60,4,,22
SC61,9,,27
SC62,H1,,
SC63,H1,,
SC64,H1,,
SC65,15,,33
SC66,H1,,
SC68,H1,,
SC69,16,,34
SC70,N,,S
SC71,H1,,
SC72,3,,21
SC73,H1,,
SC74,18,,36
SC75,10,,28
SC76,3,,21
SC77,H1,,
SC78,16,,34
SC79,3,,21
SC81,8,,26
SC82,10,,28
SC83,H1,,
SC84,H1,,
SC85,H1,,
SC86,15,,33
SC87,13,,31
SC88,17,,35
SC89,4,,22
SC90,14,,32
SC91,9,,27
SC92,10,,28
SC94,4,,22
SC95,7,,25
SC96,10,,28
SC98,12,,30
SC99,9,81.2,27
SCAA,16,,34
SCAB,9,,27
SCAC,17,,35
SCAD,7,,25
SCAE,9,,27
SCAF,7,,25
SCAG,18,,36
SCAH,17,,35
SCAJ,2,,20
SCAK,13,,31
SCAL,11,,29
SCAL,6,,24
SCAM,12,,30
SCAN,5,,23
SCAO,8,,26
SCAP,7,,25
SCAQ,9,,27
SCAR,2,19.3,20
SCAS,7,,25
SCAT,17,175.3,35
SCAU,18,,36
SCAV,10,,28
SCAY,3,,21
SCAZ,10,,28
SCBA,9,99.7,27
SCBB,1,,19
SCBC,11,,29
SCBD,11,,29
SCBE,13,138,31
SCBI,8,,26
SCBN,17,,35
SCBQ,2,28.8,20
SCBR,7,,25
SCBS,7,,25
SCBT,7,,25
SCBV,18,,36
SCCA,18,,36
SCCA,9,,27
SCCB,1,,19
SCCC,12,137,30
SCCE,2,,20
SCCF,10,93.6,28
SCCG,10,,28
SCCH,4,45,22
SCCI,1,28.7,19
SCCI,7,88.8,25
SCCI,12,138.9,30
SCCK,6,,24
SCCL,11,108.4,29
SCCM,8,,26
SCCN,18,,36
SCCQ,2,,20
SCCR,4,,22
SCCS,3,,21
SCCT,6,,24
SCCU,18,,36
SCCV,10,,28
SCCY,3,45.6,21
SCDA,1,183,19
SCDD,15,,33
SCDH,9,,27
SCDI,4,,22
SCDL,16,,34
SCDM,2,,20
SCDQ,14,,32
SCDS,5,,23
SCDW,4,52.1,22
SCDW,12,137.7,30
SCEA,1,,19
SCEB,12,,30
SCEC,2,23.8,20
SCED,1,,19
SCED,8,,26
SCEG,11,,29
SCEK,14,,32
SCEL,17L,178,35R
SCEL,17R,177,35L
SCEO,3,,21
SCEP,7,,25
SCER,2,22,20
SCES,9,88.8,27
SCEV,10,,28
SCEX,7,,25
SCEY,11,,29
SCFA,1,6.9,19
SCFC,5,,23
SCFF,12,,30
SCFI,3,,21
SCFJ,4,,22
SCFK,9,,27
SCFL,3,,21
SCFM,3,46.6,21
SCFM,9,110.1,27
SCFO,11,,29
SCFR,18,,36
SCFS,8,,26
SCFT,9,103,27
SCFU,13,,31
SCFX,11,121,29
SCGA,18,,36
SCGB,9,,27
SCGE,18,185.3,36
SCGF,11,,29
SCGH,18,,36
SCGI,17,,35
SCGL,18,,36
SCGM,2,,20
SCGN,14,,32
SCGO,18,,36
SCGP,7,,25
SCGS,16,,34
SCGU,13,,31
SCGV,4,,22
SCGY,17,,35
SCGZ,8,91.4,26
SCHA,9,,27
SCHC,5,,23
SCHD,2,,20
SCHE,18,,36
SCHG,10,,28
SCHK,17,,35
SCHL,6,,24
SCHM,11,,29
SCHN,1,,19
SCHO,4,,22
SCHP,3,,21
SCHR,7,87.1,25
SCHT,2,,20
SCHU,4,,22
SCHW,14,,32
SCIA,16,,34
SCIB,16,,34
SCIC,1,,19
SCID,5,,23
SCIE,2,25,20
SCIE,02R,25,20L
SCIF,11,,29
SCIH,12,,30
SCII,15,,33
SCIK,17,,35
SCIL,2,26,20
SCIM,18,,36
SCIO,4,,22
SCIP,10,117.2,28
SCIR,14,,32
SCIS,2,,20
SCIT,8,,26
SCJC,7,,25
SCJK,8,,26
SCJO,13,155.3,31
SCKA,6,,24
SCKB,7,,25
SCKD,7,,25
SCKE,4,,22
SCKI,3,,21
